provincia,año,temp_mean,temp_max,temp_min,precipitacion,lluvia,horas_sol,viento_max,evapotranspiracion,rend_Cebada,rend_Grano se soja,rend_Maíz,rend_Semilla de girasol,rend_Sorgo,rend_Trigo
Santa_Fe,2016,18.941761303005464,23.87984178142076,14.396508185508196,1307.5999750400001,1307.5999750400001,12337807.92744,16.728406567213117,1383.62535574,1246891.0,19504648.0,5346593.0,1413963.0,673550.0,5566385.0
Santa_Fe,2017,19.291986315342463,24.215753424657535,14.778356164383563,1116.60000302,1116.60000302,12343863.20363,18.23395939150685,1346.7544955,870213.0,17335102.0,6530673.0,1819045.0,541955.0,5822173.0
Santa_Fe,2018,19.266444038630137,24.353287671232877,14.555890410958902,1059.2000042,1059.2000042,12492027.639727,17.731726149589043,1403.98652042,1209995.0,16318060.0,7138620.0,1678031.0,437463.0,6050953.0
Santa_Fe,2019,18.737465817808218,23.654794520547945,14.117945205479453,1230.4000066,1230.4000066,12135180.191295,17.39768093561644,1276.96242829,1121449.0,16575887.0,7232761.0,1875938.0,342623.0,6729838.0
Santa_Fe,2020,18.899482055464482,24.305464480874313,13.813251366120218,784.59999233,784.59999233,13640173.748745,17.461499270491803,1471.57536951,1078835.0,16710793.0,7730506.0,1381571.0,395204.0,6394102.0
Santa_Fe,2021,19.137117562465754,24.64986301369863,14.017945205479453,794.30001574,794.30001574,13427967.94643,17.139825490958906,1464.29200025,1006503.0,16466714.0,8146596.0,1628002.0,748566.0,6548477.0
Santa_Fe,2022,19.162728350136987,24.985342465753423,13.71986301369863,794.80000773,794.80000773,13416972.27957,17.90716072328767,1583.69639734,1335623.0,15874266.0,8768441.0,1958686.0,699887.0,5488728.0
Santa_Fe,2023,20.58996010082192,25.926986301369865,15.71027397260274,932.20002132,932.20002132,12289669.47545,18.404260016438357,1502.20163484,1589966.0,14356922.0,8104641.0,2453245.0,500421.0,5575352.0
Santa_Fe,2024,19.751633564480873,25.169808743169398,14.775546448087432,1041.39999567,1041.39999567,12588030.11743,18.01718113797814,1468.88598104,1296636.0,16371093.0,8736712.0,1842731.0,626182.0,6341303.0
Santiago_del_Estero,2010,21.23475046,26.557712698630134,16.417575526849316,936.50001232,936.50001232,13197038.82284,20.93355017260274,1671.14900824,746435.0,18130800.0,2904035.0,1495317.0,755235.0,4531520.0
Santiago_del_Estero,2011,21.97027000219178,27.48072634246575,16.97606864438356,738.29999874,738.29999874,12834763.08912,21.170413010958903,1776.22922443,1121278.0,18764850.0,3747838.0,1743040.0,1012617.0,4496078.0
Santiago_del_Estero,2012,23.320715766393445,28.935891120218578,18.26580896038251,812.4000169,812.4000169,13346348.64402,22.551616260928963,1965.17041287,1694545.0,17577320.0,3696300.0,1823412.0,913815.0,3018403.0
Santiago_del_Estero,2013,23.389447817260276,29.370315410958902,18.038671479726027,488.20000468,488.20000468,13447988.58863,22.580766826027396,2088.1232899,1203306.0,19418824.0,4863801.0,1620081.0,889993.0,3451785.0
Santiago_del_Estero,2014,22.203963089041096,27.399767526027397,17.624150850958905,1176.00000148,1176.00000148,12634884.108,22.00413024520548,1687.41980483,888873.0,19252552.0,4836655.0,1261640.0,787657.0,4957300.0
Santiago_del_Estero,2015,22.778723239726027,28.007712734246574,18.275520749863013,917.40001343,917.40001343,12586795.4643,21.462847228767124,1686.56797341,888873.0,19352115.0,4626880.0,1439915.0,658576.0,3953102.0
Santiago_del_Estero,2016,21.72977049726776,27.18794025409836,16.82168322978142,808.6000052,808.6000052,12730280.44164,21.050804479508194,1730.519701,1246891.0,19504648.0,5346593.0,1413963.0,673550.0,5566385.0
Santiago_del_Estero,2017,21.97722598219178,27.23013698630137,17.377260273972603,844.29999947,844.29999947,11923743.09413,23.068794404109592,1690.19921378,870213.0,17335102.0,6530673.0,1819045.0,541955.0,5822173.0
Santiago_del_Estero,2018,21.783733065753424,27.164383561643834,16.976712328767125,1089.59997464,1089.59997464,12293153.44176,22.395062180821917,1673.83102307,1209995.0,16318060.0,7138620.0,1678031.0,437463.0,6050953.0
Santiago_del_Estero,2019,21.512128960273973,26.893150684931506,16.643561643835614,1051.49999679,1051.49999679,12182789.66174,22.449894612328766,1674.13906984,1121449.0,16575887.0,7232761.0,1875938.0,342623.0,6729838.0
Santiago_del_Estero,2020,22.35089933743169,28.318989071038253,16.943579234972677,620.80000253,620.80000253,13758649.866752,23.065330933060107,1987.43121594,1078835.0,16710793.0,7730506.0,1381571.0,395204.0,6394102.0
