provincia,año,temp_mean,temp_max,temp_min,precipitacion,lluvia,horas_sol,viento_max,evapotranspiracion,provincia_norm,provincia_est,rend_Cebada,rend_Girasol,rend_Maíz,rend_Soja,rend_Sorgo,rend_Trigo
Salta,2018,21.069937289041096,26.464657534246577,16.406712328767124,1340.19997638,1340.19997638,11922717.604112,16.378038475068493,1396.85896944,SALTA,SALTA,,,6863.0,2700.0,,1027.0
Salta,2019,21.409554738356164,26.97027397260274,16.55780821917808,996.5000054,996.5000054,12415146.245695,16.884357324657532,1520.6192214,SALTA,SALTA,,2123.0,6691.0,2402.6666666666665,2768.0,2595.0
Salta,2020,22.542850823770493,28.815983606557378,17.006147540983605,842.20000994,842.20000994,13421124.9833,17.293602708469944,1757.1631096,SALTA,SALTA,,1618.0,6807.0,2599.6666666666665,1980.0,2032.5
Salta,2021,21.771187119726026,27.737397260273973,16.531232876712327,754.0000114000001,754.0000114000001,13123081.69197,16.042466934520547,1619.9980696,SALTA,SALTA,,1219.0,6339.0,1650.0,1618.0,2500.5
Salta,2022,22.137020719178082,28.713972602739727,16.289315068493153,596.80000578,596.80000578,13237180.8711,17.08079031479452,1781.8223047,SALTA,SALTA,,1233.0,5731.0,1648.0,2049.0,2296.0
Salta,2023,23.114497828767124,28.947123287671236,17.957123287671234,905.50001093,905.50001093,12698671.50667,16.795292661643835,1659.47108094,SALTA,SALTA,,1353.0,4347.0,2259.6666666666665,3085.0,1813.5
Salta,2024,22.31100874453552,27.95068306010929,17.410655737704918,798.30000064,798.30000064,12720591.9245,17.258436808196723,1607.7651769,SALTA,SALTA,1000.0,1075.0,6137.0,2403.6666666666665,2525.0,1320.5
Santa_Fe,2010,18.816110149041098,23.884397520547946,14.043027392027398,1044.69999849,1044.69999849,12941241.891102,16.948539053424657,1400.93012691,SANTA FE,SANTA FE,4855.0,1719.0,7491.0,2787.3333333333335,5077.0,4163.0
Santa_Fe,2011,19.01447203232877,24.107822178082195,14.163438384528767,919.90000819,919.90000819,13360495.04868,16.852968452602738,1447.84178854,SANTA FE,SANTA FE,3630.0,1657.0,6926.0,2484.6666666666665,5061.0,3560.0
Santa_Fe,2012,19.9110468784153,25.10825717486339,15.169049271311476,1241.20000334,1241.20000334,12865374.04883,17.603908187431696,1472.00366689,SANTA FE,SANTA FE,2244.0,1660.0,8735.0,3139.3333333333335,4764.0,2801.0
Santa_Fe,2013,19.667999639726027,25.06467155616438,14.683301378082191,970.6999746,970.6999746,13363402.54443,17.301800463561644,1547.8970485,SANTA FE,SANTA FE,1907.5,1557.0,7740.0,3075.0,4947.0,2129.0
Santa_Fe,2014,19.550413890958904,24.489055202739728,15.00658909041096,1287.69999868,1287.69999868,12676089.40861,17.478113935068492,1374.2794507,SANTA FE,SANTA FE,1536.5,1650.0,8428.0,3682.6666666666665,4954.0,2777.0
Santa_Fe,2015,19.849745953150684,24.758918142465756,15.388780888767123,1098.69999882,1098.69999882,12824173.496509999,16.8290922569863,1377.06428012,SANTA FE,SANTA FE,3233.0,1860.0,8275.0,2558.0,4485.0,3131.0
Santa_Fe,2016,18.941761303005464,23.87984178142076,14.396508185508196,1307.5999750400001,1307.5999750400001,12337807.92744,16.728406567213117,1383.62535574,SANTA FE,SANTA FE,3939.0,1775.0,8142.0,3334.3333333333335,4556.0,3445.0
Santa_Fe,2017,19.291986315342463,24.215753424657535,14.778356164383563,1116.60000302,1116.60000302,12343863.20363,18.23395939150685,1346.7544955,SANTA FE,SANTA FE,3717.0,2065.0,6850.0,2212.3333333333335,3463.0,3388.0
Santa_Fe,2018,19.266444038630137,24.353287671232877,14.555890410958902,1059.2000042,1059.2000042,12492027.639727,17.731726149589043,1403.98652042,SANTA FE,SANTA FE,2684.0,1765.0,9078.0,3761.6666666666665,4818.0,3028.0
Santa_Fe,2019,18.737465817808218,23.654794520547945,14.117945205479453,1230.4000066,1230.4000066,12135180.191295,17.39768093561644,1276.96242829,SANTA FE,SANTA FE,3556.0,2049.0,8452.0,3084.3333333333335,5136.0,3242.0
Santa_Fe,2020,18.899482055464482,24.305464480874313,13.813251366120218,784.59999233,784.59999233,13640173.748745,17.461499270491803,1471.57536951,SANTA FE,SANTA FE,2276.0,1798.0,7878.0,3015.0,4848.0,1877.5
Santa_Fe,2021,19.137117562465754,24.64986301369863,14.017945205479453,794.30001574,794.30001574,13427967.94643,17.139825490958906,1464.29200025,SANTA FE,SANTA FE,3945.0,2230.0,6179.0,2857.0,4179.0,3554.0
Santa_Fe,2022,19.162728350136987,24.985342465753423,13.71986301369863,794.80000773,794.80000773,13416972.27957,17.90716072328767,1583.69639734,SANTA FE,SANTA FE,1680.0,1549.0,3572.0,1428.3333333333333,3133.0,2279.0
Santa_Fe,2023,20.58996010082192,25.926986301369865,15.71027397260274,932.20002132,932.20002132,12289669.47545,18.404260016438357,1502.20163484,SANTA FE,SANTA FE,2498.0,1609.0,7938.0,3454.0,4574.0,2489.5
Santa_Fe,2024,19.751633564480873,25.169808743169398,14.775546448087432,1041.39999567,1041.39999567,12588030.11743,18.01718113797814,1468.88598104,SANTA FE,SANTA FE,2315.0,2203.0,8192.0,3335.6666666666665,4540.0,1730.5
Santiago_del_Estero,2010,21.23475046,26.557712698630134,16.417575526849316,936.50001232,936.50001232,13197038.82284,20.93355017260274,1671.14900824,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,,1631.0,5768.0,2243.0,4058.0,2340.0
Santiago_del_Estero,2011,21.97027000219178,27.48072634246575,16.97606864438356,738.29999874,738.29999874,12834763.08912,21.170413010958903,1776.22922443,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,,1603.0,4586.0,1084.3333333333333,3312.0,1883.0
Santiago_del_Estero,2012,23.320715766393445,28.935891120218578,18.26580896038251,812.4000169,812.4000169,13346348.64402,22.551616260928963,1965.17041287,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,972.0,1064.0,3592.0,1536.3333333333333,2298.0,1374.0
Santiago_del_Estero,2013,23.389447817260276,29.370315410958902,18.038671479726027,488.20000468,488.20000468,13447988.58863,22.580766826027396,2088.1232899,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,,918.0,7622.0,2810.6666666666665,3420.0,710.0
Santiago_del_Estero,2014,22.203963089041096,27.399767526027397,17.624150850958905,1176.00000148,1176.00000148,12634884.108,22.00413024520548,1687.41980483,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,,1640.0,6371.0,2464.6666666666665,3252.0,1324.0
Santiago_del_Estero,2015,22.778723239726027,28.007712734246574,18.275520749863013,917.40001343,917.40001343,12586795.4643,21.462847228767124,1686.56797341,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,,1807.0,7177.0,2672.6666666666665,3607.0,2006.0
Santiago_del_Estero,2016,21.72977049726776,27.18794025409836,16.82168322978142,808.6000052,808.6000052,12730280.44164,21.050804479508194,1730.519701,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,0.0,1562.0,7147.0,3654.6666666666665,4022.0,2512.0
Santiago_del_Estero,2017,21.97722598219178,27.23013698630137,17.377260273972603,844.29999947,844.29999947,11923743.09413,23.068794404109592,1690.19921378,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,1609.0,1869.0,5854.0,2650.6666666666665,2812.0,2089.0
Santiago_del_Estero,2018,21.783733065753424,27.164383561643834,16.976712328767125,1089.59997464,1089.59997464,12293153.44176,22.395062180821917,1673.83102307,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,1800.0,2277.0,6668.0,3121.3333333333335,4110.0,2163.0
Santiago_del_Estero,2019,21.512128960273973,26.893150684931506,16.643561643835614,1051.49999679,1051.49999679,12182789.66174,22.449894612328766,1674.13906984,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,1958.0,2213.0,7431.0,3206.6666666666665,3636.0,2760.0
Santiago_del_Estero,2020,22.35089933743169,28.318989071038253,16.943579234972677,620.80000253,620.80000253,13758649.866752,23.065330933060107,1987.43121594,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,1433.0,1413.0,7463.0,3335.0,4065.0,1492.5
