Producto,Anio,Area_cosechada,Produccion,Rendimiento
Semilla de girasol,2020,2857413.0,2068.2,1381571.0
Semilla de girasol,2021,3247366.0,1994.7,1628002.0
Semilla de girasol,2022,4050362.0,2067.9,1958686.0
Semilla de girasol,2023,5018874.0,2045.8,2453245.0
Semilla de girasol,2024,3895156.0,2113.8,1842731.0
Sorgo,2010,3637427.0,4816.3,755235.0
Sorgo,2011,4458442.0,4402.9,1012617.0
Sorgo,2012,4252310.0,4653.4,913815.0
Sorgo,2013,3635837.0,4085.2,889993.0
Sorgo,2014,3466410.0,4400.9,787657.0
Sorgo,2015,3098148.0,4704.3,658576.0
Sorgo,2016,3029330.0,4497.6,673550.0
Sorgo,2017,2526931.0,4662.6,541955.0
Sorgo,2018,1563445.0,3573.9,437463.0
Sorgo,2019,1601435.0,4674.0,342623.0
Sorgo,2020,1829914.0,4630.3,395204.0
Sorgo,2021,3319341.0,4434.3,748566.0
Sorgo,2022,2883301.0,4119.7,699887.0
Sorgo,2023,1610102.0,3217.5,500421.0
Sorgo,2024,2495532.0,3985.3,626182.0
Tabaco sin elaborar,2010,132869.98,1963.4,67674.0
Tabaco sin elaborar,2011,135241.22,1786.2,75715.0
Tabaco sin elaborar,2012,115333.9,1821.2,63327.0
Tabaco sin elaborar,2013,112348.0,1779.2,63146.0
Tabaco sin elaborar,2014,127085.0,1934.8,65683.0
Tabaco sin elaborar,2015,109106.0,1976.8,55194.0
Tabaco sin elaborar,2016,93671.0,2137.9,43815.0
Tabaco sin elaborar,2017,117154.0,2043.8,57321.0
Tabaco sin elaborar,2018,104093.0,1902.0,54728.0
Tabaco sin elaborar,2019,104972.67,2020.5,51955.0
Tabaco sin elaborar,2020,101954.55,1836.7,55509.0
Tabaco sin elaborar,2021,98622.63,1765.0,55877.0
Tabaco sin elaborar,2022,91610.39,1531.7,59808.0
Tabaco sin elaborar,2023,87410.0,1537.4,56857.0
Tabaco sin elaborar,2024,80786.0,1475.7,54743.0
Trigo,2010,15875653.0,3503.4,4531520.0
Trigo,2011,14500519.0,3225.1,4496078.0
Trigo,2012,8023996.0,2658.4,3018403.0
Trigo,2013,9188339.0,2661.9,3451785.0
Trigo,2014,13930078.0,2810.0,4957300.0
Trigo,2015,11314952.0,2862.3,3953102.0
Trigo,2016,18395106.0,3304.7,5566385.0
Trigo,2017,18518045.0,3180.6,5822173.0
Trigo,2018,19459727.0,3216.0,6050953.0
Trigo,2019,19776942.0,2938.7,6729838.0
Trigo,2020,17644277.0,2759.5,6394102.0
Trigo,2021,22150287.0,3382.5,6548477.0
Trigo,2022,12555860.0,2287.6,5488728.0
Trigo,2023,15853154.0,2843.4,5575352.0
Trigo,2024,18510280.0,2919.0,6341303.0
Uvas,2010,2619660.5,12030.6,217750.0
Uvas,2011,2890296.2,13228.0,218499.0
Uvas,2012,2244219.8,10145.6,221202.0
Uvas,2013,2871749.0,12844.4,223580.0
Uvas,2014,2635109.0,11639.8,226388.0
Uvas,2015,2415571.0,10749.9,224707.0
Uvas,2016,1758418.0,7852.0,223944.0
Uvas,2017,1965205.5,8898.5,220848.0
Uvas,2018,2573311.4,11791.6,218233.0
Uvas,2019,2519886.2,11711.2,215169.0
Uvas,2020,2055746.0,9570.6,214798.0
Uvas,2021,2241419.72,10617.9,211099.0
Uvas,2022,1936803.0,9354.4,207047.0
Uvas,2023,1455312.0,7104.4,204847.0
Uvas,2024,1918974.0,9597.5,199946.0
Zanahorias y nabos,2010,256601.58,27371.3,9375.0
Zanahorias y nabos,2011,260966.43,27715.2,9416.0
Zanahorias y nabos,2012,265382.65,28066.1,9456.0
Zanahorias y nabos,2013,269912.24,28424.4,9496.0
Zanahorias y nabos,2014,274087.75,29297.7,9355.0
Zanahorias y nabos,2015,280207.86,30006.0,9338.0
Zanahorias y nabos,2016,302000.0,31789.5,9500.0
Zanahorias y nabos,2017,290290.46,31507.2,9213.0
Zanahorias y nabos,2018,287064.67,31448.9,9128.0
Zanahorias y nabos,2019,290589.5,31827.1,9130.0
Zanahorias y nabos,2020,293982.3,32433.4,9064.0
Zanahorias y nabos,2021,300000.0,33333.3,9000.0
Zanahorias y nabos,2022,301623.66,33631.3,8969.0
Zanahorias y nabos,2023,302820.69,33667.6,8994.0
Zanahorias y nabos,2024,305049.46,34172.0,8927.0
